Merchant ID,Merchant Product ID,Primary SKU,Merchant SKU ID,SKU Name,SKU Name (Chi),Warehouse ID,StockLevel,Online Status,Invisible,Force Out Of Stock,Create Date,Offline Date,Brand Name (EN),Brand Name (CHI),Height,Width,Depth,Packing Spec(EN),Packing Spec(CHI),Primary Category Code,Primary Category Name (CHI),Currency,Original Price,Discount Price,Discount Rate(%),VIP Discount Price,VIP Discount Rate(%),GOLD VIP Discount Price,GOLD VIP Discount Rate(%),Quantity
H8347003,L-NSG-171,Y,H8347003_S_L-NSG-171,SWITCH GAME-Overwatch: Legendary Edition(parallel import),SWITCH GAME-????® ???(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-172,Y,H8347003_S_L-NSG-172,SWITCH GAME-FIFA 21(????),SWITCH GAME-FIFA-21 ??????21(parallel import),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,238,49.1453, , , , ,54
H8347003,L-NSG-173,Y,H8347003_S_L-NSG-173,SWITCH GAME-HADES(parallel import),SWITCH GAME-???(????),H834700309,0,online,Y,N,12-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,258,44.87179, , , , ,
H8347003,L-NSG-174,Y,H8347003_S_L-NSG-174,SWITCH GAME-Trine 4: The Nightmare Prince(parallel import),SWITCH GAME-???4 ????(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-175,Y,H8347003_S_L-NSG-175,SWITCH GAME-Junior League Sports 3-in-1 Collection(parallel import),SWITCH GAME-??????? [?????](????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-176,Y,H8347003_S_L-NSG-176,SWITCH GAME-Shaq Fu: A Legend Reborn,SWITCH GAME-?????????,H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-177,Y,H8347003_S_L-NSG-177,SWITCH GAME-Poi: Explorer Edition(parallel import),SWITCH GAME-Poi ????(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-178,Y,H8347003_S_L-NSG-178,SWITCH GAME-The Survivalists(parallel import),SWITCH GAME-?????(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-179,Y,H8347003_S_L-NSG-179,SWITCH GAME-G.I. Joe: Operation Blackout(parallel import),SWITCH GAME-????: ????(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-180,Y,H8347003_S_L-NSG-180,SWITCH GAME-NBA 2K22(parallel import),SWITCH GAME-NBA 2K22(????),H834700309,0,offline,Y,N,12-Dec-21,11-Jul-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-181,Y,H8347003_S_L-NSG-181,SWITCH GAME-Snow Moto Racing Freedom(parallel import),SWITCH GAME-????????(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-182,Y,H8347003_S_L-NSG-182,SWITCH GAME-Wasteland 2: Director's Cut(parallel import),SWITCH GAME-????2??????(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-183,Y,H8347003_S_L-NSG-183,SWITCH GAME-Saints Row IV®: Re-Elected™(parallel import),SWITCH GAME-????4?????(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-184,Y,H8347003_S_L-NSG-184,SWITCH GAME-The Raven Remastered(parallel import),SWITCH GAME-?? ???(????),H834700309,0,offline,Y,N,12-Dec-21,10-Jun-22,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468, , , , , , ,
H8347003,L-NSG-185,Y,H8347003_S_L-NSG-185,SWITCH GAME-ASSASSIN'S CREED III (parallel import),SWITCH GAME-????3(????),H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,268,42.73504, , , , ,
H8347003,L-NSG-186,Y,H8347003_S_L-NSG-186,SWITCH GAME-Resident Evil: Revelations COLLECTION(1+2)(parallel import),SWITCH GAME-?????? (1+2) (????),H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,248,47.00855, , , , ,
H8347003,L-NSG-187,Y,H8347003_S_L-NSG-187,SWITCH GAME-Super Monkey Ball 1 & 2 Remastered,SWITCH GAME-??????????? 1&2 ???,H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,318,32.05128, , , , ,
H8347003,L-NSG-188,Y,H8347003_S_L-NSG-188,SWITCH GAME-Pui Pui Molcar,SWITCH GAME-?????,H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,368,21.36752, , , , ,
H8347003,L-NSG-189,Y,H8347003_S_L-NSG-189,SWITCH GAME-Super Mario 3D collection,SWITCH GAME-????? 3D???,H834700309,0,online,Y,N,20-Dec-21,1-Jan-99,Nintendo,Nintendo,210,210,0,,,AA31300510001,Switch ??,HKD,468,318,32.05128, , , , ,4
H8347003,L-NSG-190,Y,H8347003_S_L-NSG-190,SWITCH GAME-Doraemon Learning Collection ,SWITCH GAME-??A? ??????,H834700309,0,online,Y,N,20-Dec-21,,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,468,348,25.64103, , , , ,
H8347003,L-NSG-191,Y,H8347003_S_L-NSG-191,Switch - Kirby and the forgotten Land - CHN/ENG/JAN,Switch - ????-???? Kirby and the Forgotten Land - ?????,H834700309,0,online,Y,N,24-Mar-22,1-Jan-99,Nintendo,Nintendo,210,210,0,1PC-??????,1PC-??????,AA31300510001,Switch ??,HKD,468,378,19.23077, , , , ,
H8347003,L-OCUL-1-128G,Y,H8347003_S_L-OCUL-1-128G,[JP VERSION]Quest 2 128GB All In One VR(parallel import),[???]Quest 2 128GB All-in-One VR ????????? (????)|??,H834700309,0,offline,Y,N,16-Dec-21,24-Jan-22,Oculus,Oculus,500,250,300,,,AA31302500001,VR??????,HKD,4999,2488,50.23005, , , , ,
H8347003,L-OCUL-2-256G,Y,H8347003_S_L-OCUL-2-256G,Quest 2 256GB All In One VR(parallel import),Quest 2 256GB All-in-One VR ????????? (????)|??,H834700309,0,offline,Y,N,16-Dec-21,14-Jun-22,Oculus,Oculus,500,250,300,,,AA31302500001,VR??????,HKD,6999,3260,53.42192, , , , ,
H8347003,L-SONY-P5A-01,Y,H8347003_S_L-SONY-P5A-01,PS5 Dual Sense (White)(parallel import),PS5 DualSense™ ????? (??)(????),H834700309,0,online,Y,N,22-Aug-21,,Sony,SONY,250,240,300,1 Pcs,1 Pcs,AA31150500001,????,HKD,989,538,45.60162, , , , ,
H8347003,L-SONY-P5A-02,Y,H8347003_S_L-SONY-P5A-02,PS5 DualSenseTM charging station(parallel import),PS5 DualSenseTM ???(????),H834700309,3,offline,N,N,22-Aug-21,23-Aug-21,Sony,SONY,210,120,210,1 Pcs,1 Pcs,AA31301030001,Playstation ??? ?? ??,HKD,468,328,29.91453, , , , ,
H8347003,L-SONY-P5A-03,Y,H8347003_S_L-SONY-P5A-03,PS5 PULSE 3D™ wireless headset(parallel import),PS5 SONY ?? PULSE 3D ????(????),H834700309,2,online,N,N,22-Aug-21,,Sony,SONY,350,300,350,1 SET,1 SET,AA31301015001,Playstation ??,HKD,1288,1028,20.18634, , , , ,
H8347003,NSA-002,Y,H8347003_S_NSA-002,NO USE,NO USE,H834700309,0,offline,N,N,9-Oct-21,11-Oct-21,Nintendo,Nintendo,210,120,210,,,AA31300515001,Switch ??,HKD,1026,568,44.63938, , , , ,
H8347003,NSG-118,Y,H8347003_S_NSG-118,Switch Game:Mario Party Superstars - US VERSION-CHN / ENG / JPN,Switch Game:Mario Party Superstars ????? ???? - ?????,H834700309,0,offline,N,N,15-Aug-21,5-Dec-21,Nintendo,Nintendo,210,120,210,,,AA31300510001,Switch ??,HKD,498,378,24.09639, , , , ,34
